City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,fisterra,42.9049,-9.2629,16.12,90,13,4.38,ES,1686528515
289,lagos,6.5833,3.75,25.18,88,100,1.4,NG,1686528000
290,new norfolk,-42.7826,147.0587,12.18,82,79,1.32,AU,1686528372
291,nantucket,41.2835,-70.0995,19.03,83,75,2.06,US,1686528366
292,coahuayana de hidalgo,18.7,-103.6583,30.09,60,5,2.57,MX,1686528559
293,al muwayh,22.4333,41.7583,28.87,29,26,4.73,SA,1686528560
294,sile,41.1754,29.6133,18.37,74,95,0.54,TR,1686528560
295,nouadhibou,20.931,-17.0347,23.99,64,3,7.72,MR,1686528560
296,shahabad,27.65,79.95,32.08,37,0,2.68,IN,1686528560
297,magadan,59.5667,150.8,17.52,87,99,2.54,RU,1686528560
298,huarmey,-10.0681,-78.1522,21.54,80,17,4.97,PE,1686528561
299,tazovsky,67.4667,78.7,8.02,82,94,4.43,RU,1686528561
300,panacan,9.2463,118.4082,28.85,77,100,4.27,PH,1686528561
301,kruisfontein,-34.0033,24.7314,9.94,64,99,4.05,ZA,1686528561
302,colesberg,-30.72,25.0972,8.15,30,55,3.08,ZA,1686528562
303,dunedin,-45.8742,170.5036,10.58,64,29,2.62,NZ,1686528562
304,el bolson,-41.9667,-71.5167,0.34,95,97,1.65,AR,1686528562
305,colonia,50.9333,6.95,21.03,51,0,3.09,DE,1686527858
306,den burg,53.0542,4.7972,21.67,56,100,3.09,NL,1686528563
307,enewetak,11.3474,162.3373,27.98,80,88,7.33,MH,1686528358
308,praia da vitoria,38.7333,-27.0667,19.14,88,20,3.45,PT,1686528356
309,petropavlovsk-kamchatsky,53.0452,158.6483,19.33,40,0,2.0,RU,1686528564
310,groningen,53.25,6.75,19.04,55,30,3.6,NL,1686528564
311,hovd,48.0056,91.6419,22.01,39,4,1.1,MN,1686528564
312,juneau,58.3019,-134.4197,13.01,100,100,2.59,US,1686528564
313,port alfred,-33.5906,26.891,18.23,34,59,5.44,ZA,1686528564
314,kailua-kona,19.6406,-155.9956,28.98,83,40,4.12,US,1686528565
315,koh kong,11.6175,102.9806,26.28,89,100,1.92,KH,1686528565
316,vila franca do campo,37.7167,-25.4333,18.23,84,100,2.82,PT,1686528565
317,binzhou,37.3667,118.0167,22.4,54,77,1.45,CN,1686528565
318,myshkin,57.7897,38.4545,5.06,75,2,1.13,RU,1686528566
319,aasiaat,68.7098,-52.8699,0.71,97,100,3.42,GL,1686528566
320,wakkanai,45.4094,141.6739,19.99,73,20,7.72,JP,1686528566
321,prince albert,53.2001,-105.7677,27.97,28,75,9.26,CA,1686528296
322,i-n-salah,27.1935,2.4607,34.83,9,0,3.74,DZ,1686528473
323,goleniow,53.5639,14.8285,15.19,51,0,2.57,PL,1686528567
324,port saint john's,-31.6229,29.5448,16.43,42,1,3.39,ZA,1686528567
325,caleta de carquin,-11.0925,-77.6267,20.94,79,43,4.86,PE,1686528567
326,rockport,28.0206,-97.0544,30.6,84,0,1.79,US,1686528567
327,tual,-5.6667,132.75,27.03,81,96,8.02,ID,1686528568
328,garoowe,8.4054,48.4845,25.66,65,97,9.96,SO,1686528568
329,portland,45.5234,-122.6762,28.09,50,20,7.2,US,1686528460
330,tangalle,6.024,80.7911,26.26,87,91,5.34,LK,1686528568
331,vernon,50.2581,-119.2691,27.74,41,72,0.89,CA,1686528504
332,katsuura,35.1333,140.3,23.01,93,100,0.61,JP,1686528557
333,tongouson,5.0214,120.1328,28.63,77,78,2.44,PH,1686528569
334,beledweyne,4.7358,45.2036,25.41,67,100,7.46,SO,1686528569
335,toamasina,-18.1667,49.3833,19.57,92,8,2.18,MG,1686528570
336,idri,27.5,13.2667,32.29,17,0,6.48,LY,1686528570
337,ostersund,63.1792,14.6357,12.56,35,100,1.54,SE,1686528570
338,yeniseysk,58.4497,92.1703,11.7,54,0,3.25,RU,1686528570
339,hola,51.5377,23.1902,11.01,100,54,1.73,PL,1686528570
340,warman,52.3168,-106.5679,28.83,26,27,3.96,CA,1686528571
341,cabedelo,-6.9811,-34.8339,24.37,86,74,3.72,BR,1686528571
342,tamanrasset,22.785,5.5228,23.95,46,40,2.06,DZ,1686528571
343,mazamari,-11.3258,-74.5308,22.18,88,28,0.53,PE,1686528571
344,limulunga,-15.0969,23.1376,14.65,41,0,1.46,ZM,1686528572
345,corralillo,22.9819,-80.5856,26.69,80,93,2.46,CU,1686528572
346,moussoro,13.6408,16.4901,31.42,42,29,2.84,TD,1686528572
347,howard springs,-12.497,131.047,24.34,44,9,2.95,AU,1686528572
348,port shepstone,-30.7414,30.455,15.78,48,0,2.99,ZA,1686528282
349,kolondieba,11.0882,-6.8926,24.75,78,94,2.28,ML,1686528573
350,chinchilla,-26.75,150.6333,18.91,60,8,4.4,AU,1686528573
351,al quwayrah,29.8004,35.3116,20.43,44,26,2.04,JO,1686528573
352,chilecito,-29.1619,-67.4974,6.69,40,0,1.42,AR,1686528512
353,wickenburg,33.9686,-112.7296,29.54,22,0,8.08,US,1686528574
354,ingeniero luis a. huergo,-39.0833,-67.2333,4.94,30,0,0.92,AR,1686528574
355,easton,40.6884,-75.2207,28.38,51,0,3.6,US,1686528384
356,holualoa,19.6228,-155.9522,26.91,84,40,4.12,US,1686528575
357,al jawf,29.5,38.75,24.76,35,0,8.74,SA,1686528575
358,qamdo,31.1667,97.2333,2.83,85,100,1.83,CN,1686528575
359,siwa oasis,29.2041,25.5195,27.98,31,10,0.79,EG,1686528576
360,orzysz,53.8097,21.9481,8.44,68,1,2.91,PL,1686528576
361,ungaran,-7.1397,110.405,23.81,89,40,2.06,ID,1686528474
362,kasongo-lunda,-6.4667,16.8167,21.26,95,93,1.1,CD,1686528576
363,vuktyl,63.8567,57.3094,1.37,88,64,3.39,RU,1686528577
364,sittwe,20.15,92.9,27.5,85,66,3.79,MM,1686528577
365,kaohsiung,22.6163,120.3133,25.97,96,100,6.17,TW,1686528435
366,vilyuchinsk,52.9306,158.4028,20.15,51,13,1.42,RU,1686528577
367,soe,-9.8607,124.284,20.45,69,77,3.34,ID,1686528577
368,maryville,35.7565,-83.9705,26.84,70,100,3.6,US,1686528325
369,bubaque,11.2833,-15.8333,26.96,84,97,4.87,GW,1686528578
370,bunia,1.5667,30.25,16.97,90,98,0.69,CD,1686528578
371,zimatlan de alvarez,16.8667,-96.7833,30.14,26,75,3.09,MX,1686528578
372,willemstad,12.1084,-68.9335,27.67,86,100,9.98,CW,1686528579
373,valparaiso,-33.0393,-71.6273,10.22,63,0,4.78,CL,1686528548
374,pontenure,44.9992,9.7886,21.0,81,86,2.71,IT,1686528579
375,nampula,-15.1165,39.2666,15.81,98,8,1.33,MZ,1686528579
376,harstad,68.799,16.5293,8.97,79,38,8.05,NO,1686528580
377,nagqu,31.5,92.0,4.21,69,78,2.97,CN,1686528580
378,kievka,50.2619,71.5514,17.57,46,21,2.22,KZ,1686528580
379,mokhsogollokh,61.4681,128.9203,19.94,83,99,4.19,RU,1686528580
380,orapa,-21.2833,25.3667,17.68,39,42,4.59,BW,1686528581
381,nema,57.5067,50.5011,3.09,74,1,1.7,RU,1686528581
382,palikir - national government center,6.9248,158.1611,30.47,74,100,5.14,FM,1686528378
383,herxheim am berg,49.5092,8.1792,20.45,64,0,1.1,DE,1686528582
384,tarnogskiy gorodok,60.4997,43.5761,3.76,79,24,2.21,RU,1686528582
385,yen bai,21.7,104.8667,28.47,76,90,0.29,VN,1686528582
386,lesogorsk,56.0458,99.5136,11.11,58,100,2.78,RU,1686528582
387,berezovo,63.9381,65.0419,3.17,72,90,7.11,RU,1686528583
388,dickinson,29.4608,-95.0513,33.98,71,20,5.14,US,1686528583
389,bijie,27.3125,105.2942,14.08,91,100,1.78,CN,1686528583
390,afaahiti,-17.75,-149.2833,28.93,72,95,6.87,PF,1686528583
391,tofol,5.3248,163.0078,27.88,89,75,5.14,FM,1686528545
392,malumfashi,11.7853,7.6218,25.15,68,84,3.95,NG,1686528584
393,christchurch,-43.5333,172.6333,11.85,79,55,1.79,NZ,1686527969
394,bairnsdale,-37.8333,147.6167,11.62,60,66,1.53,AU,1686528584
395,detroit lakes,46.8172,-95.8453,22.03,30,0,4.12,US,1686528584
396,pisco,-13.7,-76.2167,20.03,77,0,6.17,PE,1686528585
397,kudat,6.8837,116.8477,27.19,77,100,1.59,MY,1686528585
398,alamosa,37.4695,-105.87,21.99,24,100,7.2,US,1686528040
399,waddan,29.1614,16.139,28.28,31,0,4.93,LY,1686528585
400,plastun,44.7561,136.2939,19.37,61,100,1.4,RU,1686528585
401,kupang,-10.1667,123.5833,26.32,78,20,6.69,ID,1686528586
402,ketchikan,55.3422,-131.6461,13.99,58,100,2.16,US,1686528586
403,riberalta,-10.9833,-66.1,24.45,85,10,1.2,BO,1686528586
404,jamestown,42.097,-79.2353,22.8,49,100,2.57,US,1686528343
405,machiques,10.0644,-72.545,26.47,86,98,2.63,VE,1686528587
406,taldykorgan,45.0156,78.3739,14.5,57,2,2.94,KZ,1686528587
407,pacasmayo,-7.4006,-79.5714,22.48,84,34,5.63,PE,1686528587
408,quepos,9.4236,-84.1652,27.74,85,98,0.9,CR,1686528587
409,gouyave,12.1646,-61.7296,27.52,79,69,7.41,GD,1686528588
410,roosevelt,33.9668,-103.4505,31.61,11,7,6.97,US,1686528588
411,awjilah,29.1081,21.2869,28.21,33,2,4.63,LY,1686528588
412,simbach am inn,48.2667,13.0167,16.49,94,1,2.65,DE,1686528588
413,qaqortoq,60.7167,-46.0333,4.77,81,7,2.68,GL,1686528589
414,kuanda,56.3161,116.0806,22.45,60,71,2.8,RU,1686528589
415,kirriemuir,56.674,-3.0034,13.16,88,29,1.55,GB,1686528589
416,jumla,29.2747,82.1838,14.46,75,30,1.75,NP,1686528589
417,meadow lake,34.8014,-106.5436,30.34,16,55,9.54,US,1686528589
418,brisas de zicatela,15.8369,-97.0419,31.29,70,40,2.57,MX,1686528483
419,nuuk,64.1835,-51.7216,3.34,100,40,8.23,GL,1686528384
420,pembroke,45.8168,-77.1162,15.31,98,100,1.54,CA,1686528590
421,moyale,3.5167,39.0584,19.52,77,75,2.81,KE,1686528590
422,la mure,44.9026,5.7866,13.43,95,99,0.86,FR,1686528590
423,chincha alta,-13.4099,-76.1323,19.33,78,52,1.28,PE,1686528591
424,selkirk,50.1436,-96.8845,26.16,37,17,1.34,CA,1686528591
425,stornoway,58.2093,-6.3865,16.16,90,75,1.03,GB,1686528463
426,araban,37.4267,37.689,20.58,73,61,3.14,TR,1686528591
427,le passage,44.2014,0.6028,19.08,88,0,1.03,FR,1686528592
428,turkmenbasy,40.0222,52.9552,23.23,56,90,3.3,TM,1686528592
429,suva,-18.1416,178.4415,23.78,75,95,3.06,FJ,1686528592
430,mount pearl,47.5166,-52.7813,8.25,96,100,2.24,CA,1686528592
431,erenhot,43.6475,111.9767,16.99,44,25,1.95,CN,1686528593
432,uturoa,-16.7333,-151.4333,26.94,70,12,6.63,PF,1686528593
433,berrouaghia,36.1352,2.9109,18.75,63,1,0.88,DZ,1686528593
434,karyes,37.3,22.5,16.22,86,1,1.28,GR,1686528593
435,todos santos,23.45,-110.2167,22.99,61,10,4.7,MX,1686528594
436,danshui,22.7984,114.4672,28.45,72,59,1.38,CN,1686528594
437,harrisonburg,38.4496,-78.8689,25.23,51,100,2.57,US,1686528594
438,tyukhtet,56.5389,89.3011,11.06,53,0,2.71,RU,1686528595
439,rio claro,-22.4114,-47.5614,20.78,72,3,1.86,BR,1686528595
440,kragujevac,44.0167,20.9167,17.16,95,95,1.3,RS,1686528595
441,moissala,8.3404,17.7663,22.71,94,83,1.0,TD,1686528595
442,xiva,41.3783,60.3639,20.99,18,1,5.17,UZ,1686528595
443,grand falls-windsor,48.9332,-55.6649,10.28,92,100,0.89,CA,1686528596
444,luwuk,-0.9516,122.7875,27.41,81,96,2.73,ID,1686528596
445,flying fish cove,-10.4217,105.6791,25.82,88,100,4.63,CX,1686528596
446,chayan,43.0297,69.3772,24.32,19,88,11.07,KZ,1686528596
447,dakhla,23.6848,-15.958,21.69,81,0,7.01,EH,1686528597
448,mongo,12.1844,18.693,28.71,57,86,2.25,TD,1686528597
449,zmeinogorsk,51.1567,82.195,10.97,81,0,2.46,RU,1686528597
450,nampa,43.5407,-116.5635,29.06,41,0,2.06,US,1686528598
451,fauske,67.2588,15.3918,9.02,95,100,1.71,NO,1686528598
452,nuku'alofa,-21.1333,-175.2,24.19,64,75,2.57,TO,1686528473
453,chibougamau,49.9168,-74.3659,20.79,52,40,2.06,CA,1686528380
454,sept-iles,50.2001,-66.3821,18.36,71,82,0.45,CA,1686528422
455,ranau,5.9538,116.6641,23.58,89,100,0.34,MY,1686528599
456,kingisepp,59.3733,28.6134,7.05,66,18,1.4,RU,1686528599
457,san antonio de pale,-1.4014,5.6325,24.7,87,89,5.1,GQ,1686528599
458,dudinka,69.4058,86.1778,9.79,71,100,9.0,RU,1686528599
459,puerto penasco,31.3167,-113.5333,24.99,65,0,6.26,MX,1686528374
460,djebeniana,35.035,10.9081,22.7,71,19,2.74,TN,1686528600
461,kristiansund,63.1115,7.732,14.36,67,75,2.57,NO,1686528559
462,aibak,36.2647,68.0155,23.76,38,21,0.99,AF,1686528600
463,newman,37.3138,-121.0208,31.19,39,32,2.68,US,1686528601
464,cumana,10.4635,-64.1775,26.22,84,100,5.26,VE,1686528443
465,inhambane,-23.865,35.3833,19.07,80,0,2.73,MZ,1686528601
466,americus,32.0724,-84.2327,29.77,65,0,4.63,US,1686528601
467,uzgen,40.7699,73.3007,23.16,56,88,2.76,KG,1686528602
468,guiuan,11.0333,125.7247,28.86,75,98,5.09,PH,1686528604
469,sen monorom,12.45,107.2,22.18,88,100,2.65,KH,1686528605
470,lhasa,29.65,91.1,12.17,75,95,2.28,CN,1686528605
471,hoeryong,42.4428,129.7508,16.58,83,95,0.83,KP,1686528605
472,the pas,53.8251,-101.2541,25.67,41,82,3.69,CA,1686528605
473,zhangye,38.9342,100.4517,22.61,27,9,2.38,CN,1686528475
474,khandyga,62.6667,135.6,19.18,60,100,3.2,RU,1686528606
475,geraldton,-28.7667,114.6,10.23,87,81,4.12,AU,1686528606
476,fomboni,-12.28,43.7425,26.55,63,0,5.49,KM,1686528606
477,mata-utu,-13.2816,-176.1745,27.5,81,48,6.48,WF,1686528607
478,prado,-17.3411,-39.2208,22.91,88,14,3.54,BR,1686528607
479,mersa matruh,31.3525,27.2453,21.3,72,7,3.58,EG,1686528607
480,concepcion del oro,24.6333,-101.4167,30.38,12,13,4.56,MX,1686528607
481,st. john's,47.5649,-52.7093,8.71,95,100,9.77,CA,1686528365
482,polyarnyy,69.1989,33.4478,11.84,75,99,7.91,RU,1686528608
483,argo,37.6333,22.7333,18.77,81,4,1.44,GR,1686528608
484,zherdevka,51.8486,41.4606,8.6,94,100,7.04,RU,1686528608
485,verkhniye sergi,56.6469,59.5556,1.9,83,6,0.92,RU,1686528609
486,sovetskaya gavan',48.9723,140.2878,15.07,75,94,3.22,RU,1686528609
487,tamandare,-8.7597,-35.1047,24.71,86,15,3.38,BR,1686528609
488,muisne,0.6,-80.0333,26.29,85,61,2.78,EC,1686528609
489,nyborg,55.3127,10.7896,14.4,75,0,7.08,DK,1686528610
490,miandrivazo,-19.5167,45.4667,18.58,65,0,0.87,MG,1686528610
491,birobidzhan,48.8,132.95,17.8,93,99,1.37,RU,1686528610
492,buta,2.7858,24.73,21.17,90,88,0.31,CD,1686528610
493,dawei,14.0833,98.2,25.04,93,93,1.48,MM,1686528611
494,santa cruz do sul,-29.7175,-52.4258,8.21,77,29,1.41,BR,1686528526
495,zemio,5.0314,25.1361,19.73,97,98,0.99,CF,1686528532
496,thinadhoo,0.5333,72.9333,28.05,78,65,5.72,MV,1686528611
497,hampton bays,40.869,-72.5176,21.59,86,100,2.06,US,1686528612
498,guatrache,-37.6678,-63.5302,3.92,40,0,3.46,AR,1686528612
499,guane,22.2025,-84.0875,28.32,77,30,2.38,CU,1686528612
500,kerikeri,-35.2268,173.9474,16.62,83,10,3.97,NZ,1686528612
501,eureka,40.8021,-124.1637,15.32,84,78,2.68,US,1686528584
502,yamada,39.4667,141.95,16.92,99,100,2.04,JP,1686528613
503,magaria,12.9983,8.9099,29.33,52,58,2.35,NE,1686528613
504,naze,28.3667,129.4833,24.48,86,99,0.89,JP,1686528435
505,levelland,33.5873,-102.378,32.33,14,14,3.44,US,1686528614
506,ribeira brava,32.65,-17.0667,22.06,86,44,1.49,PT,1686528614
507,bontang,0.1333,117.5,26.01,91,97,1.59,ID,1686528387
508,senanga,-16.1167,23.2667,14.92,38,2,2.48,ZM,1686528614
509,urangan,-25.3,152.9,20.59,71,1,2.01,AU,1686528614
510,freetown,8.484,-13.2299,25.79,87,100,1.83,SL,1686528615
511,acarau,-2.8856,-40.12,25.82,81,1,5.09,BR,1686528525
512,komsomol'skiy,43.9783,46.6985,19.92,85,15,1.89,RU,1686528615
513,ad dilam,23.9915,47.1627,33.35,13,37,2.87,SA,1686528615
514,ambah,26.7075,78.2261,33.13,39,0,1.92,IN,1686528616
515,marka,1.7159,44.7717,25.62,80,82,7.38,SO,1686528616
516,akureyri,65.6835,-18.0878,11.08,56,47,4.78,IS,1686528616
517,shevchenko,48.5,35.0,12.85,94,100,6.47,UA,1686528616
518,racine,42.7495,-88.0751,12.36,81,100,4.47,US,1686528617
519,san juan,-31.5375,-68.5364,8.16,33,1,1.6,AR,1686528254
520,international falls,48.6011,-93.411,23.1,40,0,2.57,US,1686528617
521,hilo,19.7297,-155.09,29.04,67,0,3.09,US,1686528617
522,oriximina,-1.7656,-55.8661,26.64,75,77,1.67,BR,1686528350
523,karasburg,-28.0167,18.75,6.93,81,0,5.12,NA,1686528618
524,port lincoln,-34.7333,135.8667,14.37,61,72,7.74,AU,1686528618
525,kharan,28.5833,65.4167,30.23,15,35,2.71,PK,1686528618
526,laojunmiao,39.8333,97.7333,21.27,22,1,3.59,CN,1686528618
527,chegdomyn,51.1167,133.0167,21.26,66,29,0.97,RU,1686528618
528,beatrice,40.2681,-96.747,22.05,49,40,5.14,US,1686528619
529,ullo,47.3877,19.3553,16.52,77,0,2.57,HU,1686528619
530,constitucion,-35.3333,-72.4167,7.67,69,0,5.63,CL,1686528619
531,kittila,67.6647,24.8936,14.08,51,0,3.6,FI,1686528619
532,ar ruways,24.1103,52.7306,31.9,53,42,3.25,AE,1686528620
533,callao,-12.0667,-77.15,22.16,73,100,6.69,PE,1686528620
534,revda,56.801,59.9303,1.9,82,1,1.24,RU,1686528620
535,contamana,-7.3333,-75.0167,25.52,83,64,1.19,PE,1686528620
536,yangshuo,24.7808,110.4897,25.18,84,90,0.36,CN,1686528620
537,yaren,-0.5472,166.916,28.35,77,52,3.37,NR,1686528621
538,lionel town,17.8101,-77.2406,26.99,86,13,4.49,JM,1686528621
539,mbanza kongo,-6.267,14.2401,19.68,99,99,1.05,AO,1686528621
540,enshi,30.3,109.4833,21.74,85,100,0.17,CN,1686528621
541,mount gambier,-37.8333,140.7667,11.58,74,42,4.81,AU,1686528622
542,touros,-5.1989,-35.4608,24.31,90,11,3.81,BR,1686528622
543,boa vista,2.8197,-60.6733,27.12,75,59,0.7,BR,1686528622
544,chimbote,-9.0853,-78.5783,21.93,81,50,5.41,PE,1686528582
545,bure,10.7,37.0667,13.97,93,100,0.74,ET,1686528622
546,dolores,-36.3132,-57.6792,3.56,59,0,3.76,AR,1686528623
547,bayanhongor,46.7167,100.1167,16.34,51,99,1.11,MN,1686528623
548,yigo village,13.5361,144.8886,29.86,75,75,6.17,GU,1686528623
549,katutura,-22.521,17.0557,9.95,36,0,2.51,NA,1686528623
550,vila velha,-20.3297,-40.2925,24.41,86,0,4.63,BR,1686528624
551,le port,-20.9373,55.2919,22.98,94,5,2.34,RE,1686528624
552,rosario del tala,-32.3029,-59.1455,4.43,52,1,2.52,AR,1686528624
553,wanning,18.8003,110.3967,26.87,88,100,1.71,CN,1686528624
554,fort mcmurray,56.7268,-111.381,23.98,36,81,4.65,CA,1686528625
555,cwmafan,51.6,-3.75,18.11,84,85,2.27,GB,1686528625
556,bechar,31.6167,-2.2167,28.28,14,0,1.12,DZ,1686528625
557,antonio enes,-16.2325,39.9086,22.44,83,0,2.95,MZ,1686528625
558,soledad,10.9184,-74.7646,29.07,84,40,3.6,CO,1686528626
559,gotsucho,35.0,132.2167,22.49,81,100,1.22,JP,1686528626
560,shatsk,54.0258,41.7119,7.7,70,100,5.27,RU,1686528626
561,sinazongwe,-17.2614,27.4618,19.77,53,3,2.18,ZM,1686528626
562,bekalta,35.6174,10.9947,22.01,76,6,2.53,TN,1686528627
563,salem,11.65,78.1667,26.62,75,100,0.51,IN,1686528046
564,lethem,3.3803,-59.7968,26.5,75,55,2.24,GY,1686528627
565,xilin hot,43.9667,116.0333,15.44,55,57,5.5,CN,1686528627
566,talakan,50.3167,130.3667,21.02,75,75,1.56,RU,1686528627
567,dryden,49.7833,-92.7503,22.16,30,0,5.14,CA,1686528377
568,tra mhor,52.1624,-7.1524,15.66,80,95,0.89,IE,1686528628
569,okhotsk,59.3833,143.3,12.45,72,67,2.56,RU,1686528628
570,columbia falls,48.3725,-114.1815,26.82,32,0,6.17,US,1686528628
571,ataq,14.5377,46.8319,27.42,35,100,2.35,YE,1686528628
572,trairi,-3.2778,-39.2689,24.77,88,3,3.26,BR,1686528629
573,rabo de peixe,37.8,-25.5833,17.73,82,20,2.06,PT,1686528629
574,kokopo,-4.352,152.2633,28.69,71,48,1.52,PG,1686528629
575,alupka,44.4167,34.05,18.58,94,76,3.91,UA,1686528629
576,dongola,19.1667,30.4833,33.99,24,34,2.88,SD,1686528630
577,ponta delgada,37.7333,-25.6667,18.4,82,20,2.06,PT,1686528630
